1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
7320970,541638,9405,18596,4322,8666,350,1270,24,841,62,14,36,66,1,0
7321146,541132,9541,18747,4359,8804,347,1164,19,825,77,18,22,59,1,0
7321174,541038,9521,18722,4434,8884,299,1221,24,795,52,15,26,51,5,0
7321170,541044,9542,18733,4438,8856,294,1200,21,785,68,18,26,63,3,0
7321145,541112,9558,18742,4359,8849,324,1154,21,836,58,16,28,49,10,0
7321163,541056,9547,18789,4409,8832,318,1153,28,775,75,22,40,53,1,0
7321060,541385,9465,18650,4333,8759,341,1231,30,859,56,12,27,51,2,0
7321100,541273,9497,18679,4343,8784,340,1220,18,850,61,20,24,50,2,0
7321130,541180,9542,18730,4312,8818,356,1156,18,862,58,20,29,48,2,0
7320940,541714,9340,18541,4403,8651,302,1371,28,796,60,18,33,57,7,0
7321166,541075,9533,18738,4393,8835,326,1198,20,820,67,16,25,45,4,0
7321056,541401,9434,18625,4399,8725,312,1308,17,822,61,16,43,40,2,0
7321039,541443,9473,18600,4357,8724,307,1270,17,866,64,15,26,55,4,1
7321086,541313,9518,18653,4350,8746,314,1225,16,866,74,21,24,53,2,0
7321151,541121,9579,18718,4354,8803,313,1168,15,867,72,19,34,46,1,0
7321034,541445,9443,18599,4407,8735,288,1293,24,813,62,18,32,67,1,0
7321186,541037,9542,18742,4371,8841,348,1188,18,845,67,10,20,45,1,0
7321047,541390,9539,18691,4300,8735,334,1145,20,864,70,18,39,62,7,0
7321049,541409,9521,18599,4329,8749,296,1221,23,905,58,9,28,60,5,0
7321241,540858,9644,18832,4332,8892,348,1079,14,858,75,25,19,40,4,0
7321076,541318,9510,18624,4409,8767,275,1246,19,829,70,15,24,75,4,0
7321096,541270,9485,18673,4399,8779,313,1240,22,810,67,16,28,61,2,0
7320810,542077,9317,18398,4350,8562,266,1402,28,854,53,21,34,83,6,0
7321044,541409,9550,18658,4290,8735,325,1147,19,884,69,20,35,76,0,0
7321397,540410,9736,18919,4383,9070,322,1030,17,859,53,19,21,21,4,0
7321127,541185,9526,18704,4359,8817,327,1190,24,842,61,17,26,55,1,0
7321041,541442,9467,18611,4362,8707,317,1269,17,855,74,14,21,59,5,0
7320872,541925,9313,18467,4350,8582,326,1393,14,833,60,15,29,77,5,0
7321232,540883,9636,18798,4347,8901,324,1102,18,864,64,23,28,40,1,0
7321069,541317,9451,18668,4454,8776,285,1270,28,761,63,12,38,59,10,0
7321116,541212,9486,18692,4391,8821,335,1224,17,800,57,14,24,70,2,0
7320885,541864,9377,18532,4302,8608,329,1282,34,854,62,15,36,78,3,0
7321058,541380,9467,18695,4355,8716,349,1220,21,814,76,17,38,52,3,0
